# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  663       3.162758348182e-10       2.451026890007e-12      -1.461628990223e-11       8.858533347797e-15       2.529472844629e-14       7.811848286792e-15      -5.001272364437e-16 
  664       3.173465710639e-10       2.417319983414e-12      -1.448117497815e-11       8.875397304257e-15       2.515621266700e-14       7.796995699119e-15      -4.929006946991e-16 
  665       3.183955050836e-10       2.383891379396e-12      -1.434057045357e-11       8.892261029842e-15       2.501861736867e-14       7.781595990330e-15      -4.856199153807e-16 
  666       3.194222227517e-10       2.350756970167e-12      -1.419456192381e-11       8.909120473933e-15       2.488193895721e-14       7.765654825579e-15      -4.782870065124e-16 
  667       3.204263068955e-10       2.317932803704e-12      -1.404323640544e-11       8.925971537329e-15       2.474617365972e-14       7.749177972884e-15      -4.709041031813e-16 
  668       3.214073372857e-10       2.285435084281e-12      -1.388668234215e-11       8.942810072059e-15       2.461131752364e-14       7.732171303550e-15      -4.634733676400e-16 
  669       3.223648906277e-10       2.253280172998e-12      -1.372498961044e-11       8.959631881203e-15       2.447736641588e-14       7.714640792592e-15      -4.559969894079e-16 
  670       3.232985405523e-10       2.221484588315e-12      -1.355824952547e-11       8.976432718700e-15       2.434431602192e-14       7.696592519152e-15      -4.484771853735e-16 
  671       3.242078576073e-10       2.190065006581e-12      -1.338655484679e-11       8.993208289173e-15       2.421216184490e-14       7.678032666924e-15      -4.409161998959e-16 
  672       3.250924092477e-10       2.159038262565e-12      -1.320999978416e-11       9.009954247737e-15       2.408089920480e-14       7.658967524576e-15      -4.333163049069e-16 
  673       3.259517598273e-10       2.128421349994e-12      -1.302868000331e-11       9.026666199821e-15       2.395052323750e-14       7.639403486164e-15      -4.256798000127e-16 
  674       3.267854705897e-10       2.098231422074e-12      -1.284269263175e-11       9.043339700980e-15       2.382102889392e-14       7.619347051563e-15      -4.180090125955e-16 
  675       3.275930996590e-10       2.068485792032e-12      -1.265213626450e-11       9.059970256714e-15       2.369241093915e-14       7.598804826881e-15      -4.103062979158e-16 
  676       3.283742020308e-10       2.039201933640e-12      -1.245711096992e-11       9.076553322282e-15       2.356466395154e-14       7.577783524883e-15      -4.025740392139e-16 
  677       3.291283295637e-10       2.010397481751e-12      -1.225771829549e-11       9.093084302517e-15       2.343778232182e-14       7.556289965414e-15      -3.948146478118e-16 
  678       3.298550309697e-10       1.982090232828e-12      -1.205406127354e-11       9.109558551646e-15       2.331176025225e-14       7.534331075816e-15      -3.870305632152e-16 
  679       3.305538518057e-10       1.954298145476e-12      -1.184624442709e-11       9.125971373101e-15       2.318659175567e-14       7.511913891351e-15      -3.792242532150e-16 
  680       3.312243344642e-10       1.927039340975e-12      -1.163437377562e-11       9.142318019339e-15       2.306227065471e-14       7.489045555625e-15      -3.713982139893e-16 
  681       3.318660181643e-10       1.900332103812e-12      -1.141855684082e-11       9.158593691657e-15       2.293879058081e-14       7.465733321005e-15      -3.635549702056e-16 
  682       3.324784389430e-10       1.874194882208e-12      -1.119890265241e-11       9.174793540005e-15       2.281614497341e-14       7.441984549043e-15      -3.556970751218e-16 
  683       3.330611296460e-10       1.848646288654e-12      -1.097552175389e-11       9.190912662807e-15       2.269432707902e-14       7.417806710896e-15      -3.478271106889e-16 
  684       3.336136199186e-10       1.823705100443e-12      -1.074852620834e-11       9.206946106772e-15       2.257332995037e-14       7.393207387746e-15      -3.399476876522e-16 
  685       3.341354361970e-10       1.799390260196e-12      -1.051802960422e-11       9.222888866714e-15       2.245314644550e-14       7.368194271224e-15      -3.320614456536e-16 
  686       3.346261016990e-10       1.775720876401e-12      -1.028414706111e-11       9.238735885366e-15       2.233376922690e-14       7.342775163832e-15      -3.241710533329e-16 
  687       3.350851364153e-10       1.752716223940e-12      -1.004699523552e-11       9.254482053196e-15       2.221519076061e-14       7.316957979359e-15      -3.162792084304e-16 
  688       3.355120571003e-10       1.730395744619e-12      -9.806692326651e-12       9.270122208222e-15       2.209740331532e-14       7.290750743306e-15      -3.083886378877e-16 
  689       3.359063772631e-10       1.708779047704e-12      -9.563358082206e-12       9.285651135832e-15       2.198039896155e-14       7.264161593307e-15      -3.005020979507e-16 
  690       3.362676071589e-10       1.687885910452e-12      -9.317113804151e-12       9.301063568595e-15       2.186416957069e-14       7.237198779551e-15      -2.926223742703e-16 
  691       3.365952537792e-10       1.667736278637e-12      -9.068082354498e-12       9.316354186080e-15       2.174870681417e-14       7.209870665200e-15      -2.847522820052e-16 
  692       3.368888208439e-10       1.648350267090e-12      -8.816388161094e-12       9.331517614672e-15       2.163400216255e-14       7.182185726813e-15      -2.768946659231e-16 
  693       3.371478087911e-10       1.629748160222e-12      -8.562157223398e-12       9.346548427385e-15       2.152004688466e-14       7.154152554767e-15      -2.690524005028e-16 
  694       3.373717147692e-10       1.611950412564e-12      -8.305517118262e-12       9.361441143682e-15       2.140683204667e-14       7.125779853677e-15      -2.612283900358e-16 
  695       3.375600326273e-10       1.594977649289e-12      -8.046597005716e-12       9.376190229289e-15       2.129434851128e-14       7.097076442819e-15      -2.534255687285e-16 
  696       3.377122529063e-10       1.578850666755e-12      -7.785527634747e-12       9.390790096010e-15       2.118258693676e-14       7.068051256547e-15      -2.456469008037e-16 
  697       3.378278628299e-10       1.563590433024e-12      -7.522441349085e-12       9.405235101545e-15       2.107153777612e-14       7.038713344722e-15      -2.378953806027e-16 
  698       3.379063462958e-10       1.549218088405e-12      -7.257472092978e-12       9.419519549304e-15       2.096119127620e-14       7.009071873124e-15      -2.301740326869e-16 
  699       3.379471838665e-10       1.535754945977e-12      -6.990755416981e-12       9.433637688226e-15       2.085153747681e-14       6.979136123882e-15      -2.224859119398e-16 
  700       3.379499657834e-10       1.523218888360e-12      -6.722423672056e-12       9.447584375306e-15       2.074256757788e-14       6.948914163683e-15      -2.148336267824e-16 
  701       3.379147336108e-10       1.511613474573e-12      -6.452591470350e-12       9.461357078703e-15       2.063427807407e-14       6.918408817141e-15      -2.072178977171e-16 
  702       3.378416456906e-10       1.500938607318e-12      -6.181369933008e-12       9.474953915997e-15       2.052666670455e-14       6.887621610388e-15      -1.996389689593e-16 
  703       3.377308647824e-10       1.491194115847e-12      -5.908871479013e-12       9.488372995228e-15       2.041973109222e-14       6.856554095779e-15      -1.920970825897e-16 
  704       3.375825580824e-10       1.482379755613e-12      -5.635209829793e-12       9.501612414875e-15       2.031346874310e-14       6.825207851985e-15      -1.845924785397e-16 
  705       3.373968972417e-10       1.474495207919e-12      -5.360500013826e-12       9.514670263835e-15       2.020787704581e-14       6.793584484094e-15      -1.771253945763e-16 
  706       3.371740583851e-10       1.467540079571e-12      -5.084858371246e-12       9.527544621398e-15       2.010295327106e-14       6.761685623698e-15      -1.696960662874e-16 
  707       3.369142221299e-10       1.461513902526e-12      -4.808402558445e-12       9.540233557230e-15       1.999869457102e-14       6.729512928998e-15      -1.623047270674e-16 
  708       3.366175736043e-10       1.456416133541e-12      -4.531251552683e-12       9.552735131347e-15       1.989509797886e-14       6.697068084892e-15      -1.549516081016e-16 
  709       3.362843024662e-10       1.452246153826e-12      -4.253525656688e-12       9.565047394096e-15       1.979216040812e-14       6.664352803072e-15      -1.476369383522e-16 
  710       3.359146029217e-10       1.449003268693e-12      -3.975346503264e-12       9.577168386128e-15       1.968987865222e-14       6.631368822123e-15      -1.403609445432e-16 
  711       3.355086737440e-10       1.446686707207e-12      -3.696837059896e-12       9.589096138383e-15       1.958824938390e-14       6.598117907614e-15      -1.331238511453e-16 
  712       3.350667182918e-10       1.445295621835e-12      -3.418121633354e-12       9.600828672062e-15       1.948726915464e-14       6.564601852195e-15      -1.259258803618e-16 
  713       3.345889445282e-10       1.444829088097e-12      -3.139325874298e-12       9.612363998610e-15       1.938693439414e-14       6.530822475696e-15      -1.187672521131e-16 
  714       3.340755650389e-10       1.445286104215e-12      -2.860576781886e-12       9.623700119690e-15       1.928724140978e-14       6.496781625214e-15      -1.116481840225e-16 
  715       3.335267970515e-10       1.446665590768e-12      -2.582002708373e-12       9.634835027163e-15       1.918818638602e-14       6.462481175218e-15      -1.045688914009e-16 
  716       3.329428624535e-10       1.448966390334e-12      -2.303733363723e-12       9.645766703065e-15       1.908976538393e-14       6.427923027639e-15      -9.752958723243e-17 
  717       3.323239878115e-10       1.452187267148e-12      -2.025899820210e-12       9.656493119587e-15       1.899197434056e-14       6.393109111964e-15      -9.053048215941e-17 
  718       3.316704043894e-10       1.456326906749e-12      -1.748634517024e-12       9.667012239051e-15       1.889480906846e-14       6.358041385336e-15      -8.357178446763e-17 
  719       3.309823481673e-10       1.461383915628e-12      -1.472071264875e-12       9.677322013890e-15       1.879826525508e-14       6.322721832648e-15      -7.665370007158e-17 
  720       3.302600598601e-10       1.467356820884e-12      -1.196345250600e-12       9.687420386622e-15       1.870233846225e-14       6.287152466636e-15      -6.977643249963e-17 
  721       3.295037849363e-10       1.474244069868e-12      -9.215930417677e-13       9.697305289835e-15       1.860702412561e-14       6.251335327977e-15      -6.294018287925e-17 
  722       3.287137736362e-10       1.482044029839e-12      -6.479525912823e-13       9.706974646159e-15       1.851231755411e-14       6.215272485384e-15      -5.614514992224e-17 
  723       3.278902809910e-10       1.490754987608e-12      -3.755632419896e-13       9.716426368244e-15       1.841821392938e-14       6.178966035699e-15      -4.939152990990e-17 
  724       3.270335668414e-10       1.500375149194e-12      -1.045657312819e-13       9.725658358743e-15       1.832470830525e-14       6.142418103993e-15      -4.267951667828e-17 
  725       3.261438958558e-10       1.510902639471e-12       1.648978042970e-13       9.734668510287e-15       1.823179560719e-14       6.105630843658e-15      -3.600930160337e-17 
  726       3.252215375496e-10       1.522335501821e-12       4.326838244467e-13       9.743454705460e-15       1.813947063172e-14       6.068606436502e-15      -2.938107358630e-17 
  727       3.242667663035e-10       1.534671697779e-12       6.986473805052e-13       9.752014816785e-15       1.804772804592e-14       6.031347092847e-15      -2.279501903858e-17 
  728       3.232798613821e-10       1.547909106690e-12       9.626421108435e-13       9.760346706694e-15       1.795656238682e-14       5.993855051624e-15      -1.625132186729e-17 
  729       3.222611069525e-10       1.562045525354e-12       1.224520236261e-12       9.768448227509e-15       1.786596806091e-14       5.956132580466e-15      -9.750163460264e-18 
